Row,Port Num,Port Name,lat,lon,MarineTrafficPortType,MarineTrafficPortType_num,ConsolidatedPortType,ConsolidatedPortType_num
865,288,MARINA DEL MAR,25.0957,-80.43132,Small-sized Marina/Local Harbour,9,Recreational,3
868,289,MARINA DEL SOL,29.5506,-95.0508,Medium-sized Marina/Local Harbour,5,Recreational,3
871,290,MARINA JACK,27.33286,-82.54468,Medium-sized Marina/Local Harbour,5,Recreational,3
874,291,MARINA RESORT,26.8432,-81.0893,Small-sized Marina/Local Harbour,9,Recreational,3
877,292,MARINATOWN,26.66,-81.8914,Small-sized Marina/Local Harbour,9,Recreational,3
880,293,MARINEMAX,27.75663,-82.73244,Small-sized Marina/Local Harbour,9,Recreational,3
883,294,MARINEMAX SARASOTA,27.33454,-82.57735,Small-sized Marina/Local Harbour,9,Recreational,3
886,295,MARINEMAX VENICE,27.08083,-82.43132,Small-sized Marina/Local Harbour,9,Recreational,3
889,296,MARINER'S COVE,27.73803,-82.70122,Small-sized Marina/Local Harbour,9,Recreational,3
892,297,MARINER'S RESORT,25.07499,-80.46065,Small-sized Marina/Local Harbour,9,Recreational,3
895,298,MARINO'S,28.0689,-82.7828,Small-sized Marina/Local Harbour,9,Recreational,3
898,299,MARKER ONE,28.0489,-82.7883,Medium-sized Marina/Local Harbour,5,Recreational,3
901,300,MARLOW,27.52669,-82.60928,Small-sized Marina/Local Harbour,9,Recreational,3
904,301,MARQUARDT'S,29.95298,-85.42578,Small-sized Marina/Local Harbour,9,Recreational,3
907,302,MATAGORDA,28.69111,-95.96622,Medium-sized Marina/Local Harbour,5,Recreational,3
910,303,MATANZAS INN,26.45669,-81.95355,Medium-sized Marina/Local Harbour,5,Recreational,3
913,304,MATLACHA OYSTER HOUS,26.6393,-82.05827,Small-sized Marina/Local Harbour,9,Recreational,3
916,305,MAXIMO,27.7243,-82.6818,Medium-sized Marina/Local Harbour,5,Recreational,3
919,306,MCDONALD'S RESTAURAN,27.81,-82.79272,Small-sized Marina/Local Harbour,9,Recreational,3
922,307,MOORE HAVEN DOCK,26.83464,-81.08993,Small-sized Marina/Local Harbour,9,Recreational,3
925,308,MORAN'S BARGE,25.9333,-81.655,Small-sized Marina/Local Harbour,9,Recreational,3
928,309,MOSS,26.45749,-81.95625,Medium-sized Marina/Local Harbour,5,Recreational,3
931,310,MULLOCK CREEK,26.47339,-81.85063,Small-sized Marina/Local Harbour,9,Recreational,3
934,311,MUNSON ISLAND,24.6233,-81.4019,Small-sized Marina/Local Harbour,9,Recreational,3
937,312,NAPLES CITY DOCK,26.13169,-81.79358,Small-sized Marina/Local Harbour,9,Recreational,3
940,313,NAPLES GULF SHORES,26.12294,-81.77301,Small-sized Marina/Local Harbour,9,Recreational,3
943,314,NATURE'S RESORT,28.80336,-82.60669,Small-sized Marina/Local Harbour,9,Recreational,3
946,315,NAVY COVE HARBOR,30.23379,-87.9744,Small-sized Marina/Local Harbour,9,Recreational,3
949,316,NORREIGO POINT,30.3879,-86.4874,Small-sized Marina/Local Harbour,9,Recreational,3
952,317,NORTH CAPTIVA ISLAND,26.59985,-82.21644,Small-sized Marina/Local Harbour,9,Recreational,3
955,318,NORTH LIGHT,30.5194,-86.4944,Small-sized Marina/Local Harbour,9,Recreational,3
958,319,OCEAN POINTE,25.01866,-80.49852,Small-sized Marina/Local Harbour,9,Recreational,3
961,320,OCEAN SPRINGS,30.40431,-88.82283,Medium-sized Marina/Local Harbour,5,Recreational,3
964,321,OHIO KEY,24.6717,-81.2494,Small-sized Marina/Local Harbour,9,Recreational,3
967,322,OLD MARCO LODGE,25.92736,-81.64665,Medium-sized Marina/Local Harbour,5,Recreational,3
970,323,OLDE FISH HOUSE,26.6315,-82.0702,Small-sized Marina/Local Harbour,9,Recreational,3
973,324,O'NEILL'S,27.70759,-82.68054,Medium-sized Marina/Local Harbour,5,Recreational,3
976,325,ONO,30.29735,-87.50066,Medium-sized Marina/Local Harbour,5,Recreational,3
979,326,ORANGE BEACH,30.28381,-87.56368,Medium-sized Marina/Local Harbour,5,Recreational,3
982,327,OWL CREEK BOAT WORKS,26.7283,-81.7511,Medium-sized Marina/Local Harbour,5,Recreational,3
985,328,PALACE CASINO RESORT,30.39731,-88.86098,Medium-sized Marina/Local Harbour,5,Recreational,3
988,329,PALM COURT YACHT,30.39992,-86.6006,Medium-sized Marina/Local Harbour,5,Recreational,3
991,330,PALM GROVE LODGE,29.6828,-83.3597,Small-sized Marina/Local Harbour,9,Recreational,3
994,331,PALM ISLAND RESORT,26.87047,-82.31056,Small-sized Marina/Local Harbour,9,Recreational,3
997,332,PALM RESORT,28.0858,-82.7703,Small-sized Marina/Local Harbour,9,Recreational,3
1000,333,PALMETTO,27.52464,-82.60759,Small-sized Marina/Local Harbour,9,Recreational,3
1003,334,PANACEA,30.0217,-84.3853,Small-sized Marina/Local Harbour,9,Recreational,3
1006,335,PARADISE,26.6275,-81.9175,Medium-sized Marina/Local Harbour,5,Recreational,3
1009,336,PARADISE ISLAND,27.76933,-82.75728,Small-sized Marina/Local Harbour,9,Recreational,3
1012,337,PARK SHORE,26.1994,-81.8122,Small-sized Marina/Local Harbour,9,Recreational,3
1015,338,PARKSIDE,29.5644,-95.0694,Medium-sized Marina/Local Harbour,5,Recreational,3
1018,339,PASADENA,27.75246,-82.7369,Medium-sized Marina/Local Harbour,5,Recreational,3
1021,340,PASADENA YACHT CLUB,27.7483,-82.7219,Medium-sized Marina/Local Harbour,5,Recreational,3
1024,341,PASS-A-GRILLE,27.69591,-82.73499,Small-sized Marina/Local Harbour,9,Recreational,3
1027,342,PELICAN BEND,25.98595,-81.72621,Small-sized Marina/Local Harbour,9,Recreational,3
1030,343,PELICAN ISLE,26.2934,-81.82065,Small-sized Marina/Local Harbour,9,Recreational,3
1033,344,PELICAN MARINE,28.3511,-82.7003,Small-sized Marina/Local Harbour,9,Recreational,3
1036,345,PENSACOLA SHIPYARD,30.40835,-87.25636,Medium-sized Marina/Local Harbour,5,Recreational,3
1039,346,PERDIDO COVE,30.31237,-87.42796,Small-sized Marina/Local Harbour,9,Recreational,3
1042,347,PERICO,27.4969,-82.6867,Medium-sized Marina/Local Harbour,5,Recreational,3
1045,348,PETE'S PIER INC,28.8931,-82.5964,Small-sized Marina/Local Harbour,9,Recreational,3
1048,349,PIER 98,30.1186,-85.5961,Small-sized Marina/Local Harbour,9,Recreational,3
1051,350,PILOT HOUSE,25.0875,-80.4417,Small-sized Marina/Local Harbour,9,Recreational,3
1054,351,PINE ISLAND,26.59237,-82.12427,Small-sized Marina/Local Harbour,9,Recreational,3
1057,352,PINELAND,26.6625,-82.1548,Small-sized Marina/Local Harbour,9,Recreational,3
1060,353,PINK SHELL,26.46307,-81.96503,Medium-sized Marina/Local Harbour,5,Recreational,3
1063,354,PIRATES COVE & BOAT,30.3225,-87.5336,Small-sized Marina/Local Harbour,9,Recreational,3
1066,355,PIRATES COVE,30.14344,-85.74571,Small-sized Marina/Local Harbour,9,Recreational,3
1069,356,PLACIDA MARINA,26.93267,-82.33831,Small-sized Marina/Local Harbour,9,Recreational,3
1072,357,PLANTATION,24.9658,-80.5697,Medium-sized Marina/Local Harbour,5,Recreational,3
1075,358,PLEASURE ISLAND,29.86738,-93.92357,Medium-sized Marina/Local Harbour,5,Recreational,3
1078,359,POINT CADET,30.39002,-88.85965,Medium-sized Marina/Local Harbour,5,Recreational,3
1081,360,POPP'S MOTEL,25.0525,-80.4839,Small-sized Marina/Local Harbour,9,Recreational,3
1084,361,PORT HUDSON,28.36589,-82.70708,Small-sized Marina/Local Harbour,9,Recreational,3
1087,362,PORT LABELLE,26.771,-81.391,Medium-sized Marina/Local Harbour,5,Recreational,3
1090,363,PORT OF NAPLES,26.14015,-81.78873,Small-sized Marina/Local Harbour,9,Recreational,3
1093,364,PORT OF THE ISLANDS,25.95644,-81.51004,Medium-sized Marina/Local Harbour,5,Recreational,3
1096,365,PORT RICHEY,28.27023,-82.72649,Small-sized Marina/Local Harbour,9,Recreational,3
1099,366,PORT SAINT JOE,29.8153,-85.31,Medium-sized Marina/Local Harbour,5,Recreational,3
1102,367,PORT SANIBEL,26.49,-81.98944,Small-sized Marina/Local Harbour,9,Recreational,3
1105,368,PORTOFINO YACHT CLUB,29.54562,-95.02596,Medium-sized Marina/Local Harbour,5,Recreational,3
1108,369,PRIORITY,27.97176,-82.82414,Small-sized Marina/Local Harbour,9,Recreational,3
1111,370,PROSPERITY POINTE,26.6631,-81.8767,Small-sized Marina/Local Harbour,9,Recreational,3
1114,371,PUNTA GORDA,26.9442,-82.0364,Small-sized Marina/Local Harbour,9,Recreational,3
1117,372,REDINGTON SHORES,27.8283,-82.8292,Small-sized Marina/Local Harbour,9,Recreational,3
1120,373,REGATTA POINTE,27.5125,-82.5732,Medium-sized Marina/Local Harbour,5,Recreational,3
1123,374,RIALTO,26.7175,-81.6553,Small-sized Marina/Local Harbour,9,Recreational,3
1126,375,RIVER HAVEN,29.6675,-83.3758,Small-sized Marina/Local Harbour,9,Recreational,3
1129,376,RIVER RUN,30.63,-87.0342,Small-sized Marina/Local Harbour,9,Recreational,3
1132,377,RIVERHAVEN,28.78481,-82.61795,Small-sized Marina/Local Harbour,9,Recreational,3
1135,378,RIVERHOUSE DOCKS,26.83129,-81.08963,Small-sized Marina/Local Harbour,9,Recreational,3
1138,379,RIVERTOWN BOATWORKS,27.5228,-82.6508,Small-sized Marina/Local Harbour,9,Recreational,3
1141,380,RIVIERA,26.88871,-82.05395,Small-sized Marina/Local Harbour,9,Recreational,3
1144,381,RIVIERA DUNES,27.51218,-82.55766,Medium-sized Marina/Local Harbour,5,Recreational,3
1147,382,ROBBIE'S,24.8825,-80.6892,Small-sized Marina/Local Harbour,9,Recreational,3
1150,383,ROBERTS BAY,27.2872,-82.5397,Small-sized Marina/Local Harbour,9,Recreational,3
1153,384,ROCKPORT,28.03668,-97.03841,Medium-sized Marina/Local Harbour,5,Recreational,3
1156,385,ROD & GUN LODGE,25.8578,-81.3881,Medium-sized Marina/Local Harbour,5,Recreational,3
1159,386,ROD & REEL PIER,27.5383,-82.7394,Medium-sized Marina/Local Harbour,5,Recreational,3
1162,387,ROMAR,30.27678,-87.57476,Medium-sized Marina/Local Harbour,5,Recreational,3
1165,388,ROSE,25.96226,-81.72618,Medium-sized Marina/Local Harbour,5,Recreational,3
1168,389,ROYAL PALM,26.9644,-82.3692,Small-sized Marina/Local Harbour,9,Recreational,3
1171,390,SABINE,30.33474,-87.14459,Medium-sized Marina/Local Harbour,5,Recreational,3
1174,391,SAFETY HARBOR CITY,27.98868,-82.68718,Medium-sized Marina/Local Harbour,5,Recreational,3
1177,392,SALTY SAM'S,26.45678,-81.94364,Medium-sized Marina/Local Harbour,5,Recreational,3
1180,393,SAN LEON,29.49701,-94.91537,Medium-sized Marina/Local Harbour,5,Recreational,3
1183,394,SANDY COVE MARINE,24.8558,-80.7283,Small-sized Marina/Local Harbour,9,Recreational,3
1186,395,SANIBEL,26.45,-82.0306,Medium-sized Marina/Local Harbour,5,Recreational,3
1189,396,SANIBEL HARBOUR,26.4883,-82.0125,Medium-sized Marina/Local Harbour,5,Recreational,3
1192,397,SANROC CAY CHARTERS,30.27758,-87.56053,Small-sized Marina/Local Harbour,9,Recreational,3
1195,398,SANTA ROSA,30.3542,-87.1558,Small-sized Marina/Local Harbour,9,Recreational,3
1198,399,SARA BAY,27.41563,-82.57526,Small-sized Marina/Local Harbour,9,Recreational,3
1201,400,SARASOTA,27.3222,-82.5683,Medium-sized Marina/Local Harbour,5,Recreational,3
1204,401,SARASOTA SAILING,27.33729,-82.57319,Small-sized Marina/Local Harbour,9,Recreational,3
1207,402,SCENIC BASIN,30.5975,-88.1136,Small-sized Marina/Local Harbour,9,Recreational,3
1210,403,SCIPIO CREEK,29.73258,-84.99005,Small-sized Marina/Local Harbour,9,Recreational,3
1213,404,SEA BIRD,24.83754,-80.79968,Small-sized Marina/Local Harbour,9,Recreational,3
1216,405,SEA COVE MOTEL &,24.73167,-81.01442,Small-sized Marina/Local Harbour,9,Recreational,3
1219,406,SEA HAG,29.67078,-83.38788,Small-sized Marina/Local Harbour,9,Recreational,3
1222,407,SEABROOK,29.55135,-95.02735,Medium-sized Marina/Local Harbour,5,Recreational,3
1225,408,SEAGRASS,28.79586,-82.6053,Small-sized Marina/Local Harbour,9,Recreational,3
1228,409,SHALIMAR,30.43583,-86.58389,Small-sized Marina/Local Harbour,9,Recreational,3
1231,410,SHELL ISLAND,30.1583,-84.2161,Small-sized Marina/Local Harbour,9,Recreational,3
1234,411,SHELL KEY SHUTTLE,27.6879,-82.73563,Small-sized Marina/Local Harbour,9,Recreational,3
1237,412,SHELL POINT,30.06063,-84.29088,Small-sized Marina/Local Harbour,9,Recreational,3
1240,413,SHELL POINT RUSKIN,27.71851,-82.47932,Medium-sized Marina/Local Harbour,5,Recreational,3
1243,414,SHIELDS,30.15535,-84.20112,Medium-sized Marina/Local Harbour,5,Recreational,3
1246,415,SIESTA KEY,27.2525,-82.5342,Small-sized Marina/Local Harbour,9,Recreational,3
1249,416,SMITH'S FISH CAMP,30.54709,-87.19389,Small-sized Marina/Local Harbour,9,Recreational,3
1252,417,SNAKE CREEK,24.95216,-80.58704,Small-sized Marina/Local Harbour,9,Recreational,3
1255,418,SNEAD ISLAND,27.525,-82.6203,Medium-sized Marina/Local Harbour,5,Recreational,3
1258,419,SNOOK BIGHT,26.43884,-81.9192,Small-sized Marina/Local Harbour,9,Recreational,3
1261,420,SOMBRERO RESORT,24.71017,-81.08089,Small-sized Marina/Local Harbour,9,Recreational,3
1264,421,SOUTH SEAS ISLAND,26.5485,-82.1968,Medium-sized Marina/Local Harbour,5,Recreational,3
1267,422,SOUTH SHORE HARBOUR,29.5475,-95.0664,Medium-sized Marina/Local Harbour,5,Recreational,3
1270,423,SOUTH VENICE BEACH,27.03859,-82.42636,Small-sized Marina/Local Harbour,9,Recreational,3
1273,424,SOUTHWIND,30.32682,-87.35776,Small-sized Marina/Local Harbour,9,Recreational,3
1276,425,SPORTSMAN,30.29246,-87.54758,Medium-sized Marina/Local Harbour,5,Recreational,3
1279,426,SPORTSMAN LODGE,29.73949,-84.89908,Small-sized Marina/Local Harbour,9,Recreational,3
1282,427,ST ANDREWS,30.1675,-85.7042,Medium-sized Marina/Local Harbour,5,Recreational,3
1285,428,ST CHARLES CLUB,26.51075,-81.98073,Medium-sized Marina/Local Harbour,5,Recreational,3
1288,429,ST JAMES CITY,26.50234,-82.08014,Small-sized Marina/Local Harbour,9,Recreational,3
1291,430,ST. PETE BEACH,27.70596,-82.73595,Small-sized Marina/Local Harbour,9,Recreational,3
1294,431,ST. PETE LOGGERHEAD,27.71351,-82.6782,Small-sized Marina/Local Harbour,9,Recreational,3
1297,432,ST. PETERSBURG YACHT,27.69841,-82.73509,Small-sized Marina/Local Harbour,9,Recreational,3
1300,433,STEINHATCHEE,29.67221,-83.3917,Small-sized Marina/Local Harbour,9,Recreational,3
1303,434,STERLING,28.4937,-82.65063,Medium-sized Marina/Local Harbour,5,Recreational,3
1306,435,STUMP PASS,26.9058,-82.3289,Small-sized Marina/Local Harbour,9,Recreational,3
1309,436,SUGARLOAF,24.6472,-81.5653,Small-sized Marina/Local Harbour,9,Recreational,3
1312,437,SUMMERLAND KEY,24.65591,-81.44873,Small-sized Marina/Local Harbour,9,Recreational,3
1315,438,SUN,30.28152,-87.56093,Medium-sized Marina/Local Harbour,5,Recreational,3
1318,439,SUN,30.18418,-85.73296,Medium-sized Marina/Local Harbour,5,Recreational,3
1321,440,SUN,30.18418,-85.73296,Medium-sized Marina/Local Harbour,5,Recreational,3
1324,441,SUWANNEE,29.32864,-83.14165,Small-sized Marina/Local Harbour,9,Recreational,3
1327,442,SWAMPHOUSE,30.54618,-87.19692,Small-sized Marina/Local Harbour,9,Recreational,3
1330,443,SWEET WATER LANDING,26.715,-81.7619,Small-sized Marina/Local Harbour,9,Recreational,3
1333,444,TALEN'S,29.9336,-92.6547,Medium-sized Marina/Local Harbour,5,Recreational,3
1336,445,TARPON COVE,26.29208,-81.81406,Small-sized Marina/Local Harbour,9,Recreational,3
1339,446,TARPON POINT,26.5378,-82.0008,Medium-sized Marina/Local Harbour,5,Recreational,3
1342,447,TARPON SPRINGS,28.1553,-82.7458,Small-sized Marina/Local Harbour,9,Recreational,3
1345,448,TAVERNIER CREEK,25.00439,-80.53423,Small-sized Marina/Local Harbour,9,Recreational,3
1348,449,TEXAS CORINTHIAN,29.52941,-95.00385,Small-sized Marina/Local Harbour,9,Recreational,3
1351,450,THE CASTAWAYS,26.481,-82.1797,Small-sized Marina/Local Harbour,9,Recreational,3
1354,451,THUNDER MARINE,27.81193,-82.76033,Small-sized Marina/Local Harbour,9,Recreational,3
1357,452,TIDE CREEK,29.9775,-84.3803,Small-sized Marina/Local Harbour,9,Recreational,3
1360,453,TIERRA VERDE RESORT,27.68846,-82.72179,Medium-sized Marina/Local Harbour,5,Recreational,3
1363,454,TIKI ISLAND,29.29805,-94.91563,Medium-sized Marina/Local Harbour,5,Recreational,3
1366,455,TOWERS YACHT CLUB,26.40583,-81.88586,Small-sized Marina/Local Harbour,9,Recreational,3
1369,456,TREASURE BAY,27.77166,-82.76967,Small-sized Marina/Local Harbour,9,Recreational,3
1372,457,TREASURE ISLAND,30.14577,-85.74772,Small-sized Marina/Local Harbour,9,Recreational,3
1375,458,TREASURE MARINE INC,24.9553,-80.5714,Small-sized Marina/Local Harbour,9,Recreational,3
1378,459,TRENT,30.28852,-87.56281,Medium-sized Marina/Local Harbour,5,Recreational,3
1381,460,TURTLE BEACH,27.22,-82.5144,Small-sized Marina/Local Harbour,9,Recreational,3
1384,461,TURTLE COVE,28.1521,-82.76212,Small-sized Marina/Local Harbour,9,Recreational,3
1387,462,TWEEN WATERS INN,26.51012,-82.18905,Small-sized Marina/Local Harbour,9,Recreational,3
1390,463,TWIN BROTHERS,29.77207,-91.75948,Medium-sized Marina/Local Harbour,5,Recreational,3
1393,464,TWIN DOLPHIN,27.49977,-82.57304,Medium-sized Marina/Local Harbour,5,Recreational,3
1396,465,TWIN RIVERS,28.9031,-82.6408,Small-sized Marina/Local Harbour,9,Recreational,3
1399,466,UNCLE HENRY'S,26.8033,-82.2742,Small-sized Marina/Local Harbour,9,Recreational,3
1402,467,UPPER KEYS SAILING,25.09945,-80.44159,Small-sized Marina/Local Harbour,9,Recreational,3
1405,468,VALHALLA BEACH,24.7428,-80.9792,Small-sized Marina/Local Harbour,9,Recreational,3
1408,469,VENICE YACHT CLUB,27.10932,-82.46246,Small-sized Marina/Local Harbour,9,Recreational,3
1411,470,VIKING,26.63873,-82.06054,Medium-sized Marina/Local Harbour,5,Recreational,3
1414,471,W.P. FRANKLIN LOCK R,26.7231,-81.6925,Medium-sized Marina/Local Harbour,5,Recreational,3
1417,472,WALKERS COON KEY,25.92077,-81.64317,Small-sized Marina/Local Harbour,9,Recreational,3
1420,473,WATERFORD HARBOR,29.54648,-95.04289,Medium-sized Marina/Local Harbour,5,Recreational,3
1423,474,WATSON BAYOU,30.15338,-85.63753,Small-sized Marina/Local Harbour,9,Recreational,3
1426,475,WAVES BOAT CLUB,27.27252,-82.53314,Small-sized Marina/Local Harbour,9,Recreational,3
1429,476,WEEKS FISH CAMP,26.4033,-81.8397,Small-sized Marina/Local Harbour,9,Recreational,3
1432,477,WEST END,29.1458,-95.0458,Small-sized Marina/Local Harbour,9,Recreational,3
1435,478,WHIDDEN'S,26.74472,-82.2579,Small-sized Marina/Local Harbour,9,Recreational,3
1438,479,WINDSONG,28.2317,-82.7319,Medium-sized Marina/Local Harbour,5,Recreational,3
1441,480,WOODY'S WATERFRONT,27.7408,-82.7547,Small-sized Marina/Local Harbour,9,Recreational,3
1444,481,WORLD WIDE SPORTSMAN,24.91482,-80.63979,Small-sized Marina/Local Harbour,9,Recreational,3
1447,482,YACHT CENTER LAND,27.35347,-82.54865,Small-sized Marina/Local Harbour,9,Recreational,3
1450,483,ZANE GREY,24.82483,-80.8144,Small-sized Marina/Local Harbour,9,Recreational,3
1453,484,ZEKE'S LANDING,30.2759,-87.56932,Small-sized Marina/Local Harbour,9,Recreational,3
1456,485,BOLIVAR ROADS ANCH,29.34904,-94.75699,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1459,486,BROWNSVILLE ANCH,26.06599,-97.06764,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1462,487,CORPUS CHRISTI ANCH,27.80412,-96.91109,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1465,488,FREEPORT ANCH,28.82507,-95.1543,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1468,489,HOUSTON ANCH,29.20991,-94.55109,Large-sized Anchorage,1,Anchorage - off-shore commercial,1
1471,490,LAKE CHARLES ANCH,29.39674,-93.25264,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1474,491,LOOP ANCH,28.87158,-89.91863,Small-sized Anchorage,8,Anchorage - off-shore commercial,1
1477,492,MOBILE ANCH,30.06718,-88.06984,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1480,493,PASCAGOULA ANCH,30.10354,-88.545,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1483,494,PENSACOLA ANCH,30.26826,-87.22595,Small-sized Anchorage,8,Anchorage - off-shore commercial,1
1486,495,PILOTTOWN ANCH,29.17813,-89.26962,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1489,496,PORT ARTHUR ANCH,29.38607,-93.69553,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1492,497,SOUTHWEST PASS ANCH,28.87835,-89.34906,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1495,498,TAMPA ANCH,27.63883,-82.99999,Medium-sized Anchorage,4,Anchorage - off-shore commercial,1
1498,499,365 SOLOMONS DRIVE,30.1825,-85.75349,Medium-sized Marina/Local Harbour,5,Recreational,3
1501,500,ABC MADEIRA BEACH,27.80346,-82.7999,Small-sized Marina/Local Harbour,9,Recreational,3
1504,501,AINGER CREEK,26.92904,-82.33624,Small-sized Marina/Local Harbour,9,Recreational,3
1507,502,AJ'S SEAFOOD,30.391,-86.50319,Medium-sized Marina/Local Harbour,5,Recreational,3
1510,503,ALLIGATOR POINT,29.9044,-84.4175,Small-sized Marina/Local Harbour,9,Recreational,3
1513,504,ALVA OAK PARK,26.71382,-81.59812,Small-sized Marina/Local Harbour,9,Recreational,3
1516,505,ANCLOTE ISLES,28.15854,-82.76134,Small-sized Marina/Local Harbour,9,Recreational,3
1519,506,ANCLOTE VILLAGE,28.17293,-82.78542,Small-sized Marina/Local Harbour,9,Recreational,3
1522,507,ANDERSONS,30.14931,-85.74751,Medium-sized Marina/Local Harbour,5,Recreational,3
1525,508,ANTIGUA COVE,27.72584,-82.47081,Small-sized Marina/Local Harbour,9,Recreational,3
1528,509,APALACHICOLA,29.73386,-84.99547,Small-sized Marina/Local Harbour,9,Recreational,3
1531,510,APALACHICOLA RIVER,29.72611,-84.98103,Small-sized Marina/Local Harbour,9,Recreational,3
1534,511,APOLLO BEACH,27.78468,-82.42368,Medium-sized Marina/Local Harbour,5,Recreational,3
1537,512,APRIL FOOL POINT,29.47178,-94.92651,Small-sized Marina/Local Harbour,9,Recreational,3
1540,513,BACK BAY,26.32987,-81.83041,Small-sized Marina/Local Harbour,9,Recreational,3
1543,514,BAHIA HONDA,24.6558,-81.2792,Small-sized Marina/Local Harbour,9,Recreational,3
1546,515,BAHIA MAR,30.40043,-87.24169,Medium-sized Marina/Local Harbour,5,Recreational,3
1549,516,BAL HARBOR,29.55502,-95.07362,Large-sized Marina/Local Harbour,2,Recreational,3
1552,517,BARBER,30.31377,-87.56906,Medium-sized Marina/Local Harbour,5,Recreational,3
1555,518,BAREFOOT BAY RESORT,27.97891,-82.82495,Medium-sized Marina/Local Harbour,5,Recreational,3
1558,519,BAREFOOT BOAT CLUB,26.32901,-81.83479,Small-sized Marina/Local Harbour,9,Recreational,3
1561,520,BASTROP,29.0853,-95.2872,Small-sized Marina/Local Harbour,9,Recreational,3
1564,521,BATTERY PARK,29.72238,-84.98175,Small-sized Marina/Local Harbour,9,Recreational,3
1567,522,BAY GROVE LANDINGS,28.03548,-82.67873,Medium-sized Marina/Local Harbour,5,Recreational,3
1570,523,BAY PINES,27.8159,-82.76596,Medium-sized Marina/Local Harbour,5,Recreational,3
1573,524,BAY POINT,30.14464,-85.72824,Medium-sized Marina/Local Harbour,5,Recreational,3
1576,525,BAY ST LOUIS,30.32495,-89.32726,Small-sized Marina/Local Harbour,9,Recreational,3
1579,526,BAY STREET VILLAS,27.7421,-82.74545,Small-sized Marina/Local Harbour,9,Recreational,3
1582,527,BAY WATER EXCLUSIVE,26.33148,-81.83618,Small-sized Marina/Local Harbour,9,Recreational,3
1585,528,BAYOU BLACK,29.62969,-90.94508,Medium-sized Marina/Local Harbour,5,Recreational,3
1588,529,BAYOU JOE'S,30.15247,-85.65898,Small-sized Marina/Local Harbour,9,Recreational,3
1591,530,BAYOU TECHE,29.8317,-91.5378,Medium-sized Marina/Local Harbour,5,Recreational,3
1594,531,BAYSHORE GARDENS,27.42056,-82.5873,Small-sized Marina/Local Harbour,9,Recreational,3
1597,532,BAYSIDE INN,27.77382,-82.77277,Small-sized Marina/Local Harbour,9,Recreational,3
1600,533,BAYTOWNE,30.3878,-86.3283,Medium-sized Marina/Local Harbour,5,Recreational,3
1603,534,BAYVIEW INN RESORT,24.7883,-80.8881,Small-sized Marina/Local Harbour,9,Recreational,3
1606,535,BEAR CREEK,30.45683,-86.53048,Medium-sized Marina/Local Harbour,5,Recreational,3
1609,536,BEAR POINT,30.3098,-87.52618,Small-sized Marina/Local Harbour,9,Recreational,3
1612,537,BELLE,27.9894,-82.8292,Medium-sized Marina/Local Harbour,5,Recreational,3
1615,538,BELLE HATCHEE,26.76896,-81.43736,Medium-sized Marina/Local Harbour,5,Recreational,3
1618,539,BELLEAIR BEACH,27.93741,-82.83749,Small-sized Marina/Local Harbour,9,Recreational,3
1621,540,BELLEAIR CAUSEWAY,27.9169,-82.8269,Medium-sized Marina/Local Harbour,5,Recreational,3
1624,541,BIG HICKORY FISHING,26.35685,-81.85583,Small-sized Marina/Local Harbour,9,Recreational,3
1627,542,BIG PINE KEY,24.6486,-81.3297,Small-sized Marina/Local Harbour,9,Recreational,3
1630,543,BILOXI BOARDWALK,30.40738,-88.86176,Small-sized Marina/Local Harbour,9,Recreational,3
1633,544,HOMEPORT,30.28085,-87.68518,Medium-sized Marina/Local Harbour,5,Recreational,3
1636,545,MARINER'S LODGE,26.47693,-81.95326,Small-sized Marina/Local Harbour,9,Recreational,3
1639,546,PRESNELL'S BAYSIDE,29.7478,-85.3033,Small-sized Marina/Local Harbour,9,Recreational,3
1642,547,GOLA,28.49692,-94.60258,Medium-sized Offshore Terminal,6,Anchorage - off-shore commercial,1
1645,548,ACADIAN CONTRACTORS,29.90149,-92.11075,Medium-sized Port,7,Commercial,2
1648,549,ALLEGHANY,30.34581,-87.2661,Medium-sized Port,7,Commercial,2
1651,550,AMELIA,29.66484,-91.1133,Large-sized Port,3,Commercial,2
1654,551,ARANSAS PASS,27.90137,-97.13228,Medium-sized Port,7,Commercial,2
1657,552,ACADIAN CONTRACTORS,29.90149,-92.11075,Medium-sized Port,7,Commercial,2
1660,553,BATON ROUGE,30.45484,-91.19211,Medium-sized Port,7,Commercial,2
1663,554,BAYOU LA BATRE,30.39253,-88.26582,Medium-sized Port,7,Commercial,2
